season,player,team,phase,adj_price,ROI_z,impact_score_pos
2024,Azmatullah Omarzai,Gujarat Titans,bowl_mid,5543983.75,0.184570616,1.029170021
2023,D Jansen,Mumbai Indians,bowl_pp,2366172.265,0.184565543,0.443538918
2025,Mukesh Choudhary,Chennai Super Kings,bowl_pp,3148500,0.184500672,0.589978792
2015,J Theron,Rajasthan Royals,bowl_mid,5236600.118,0.18438502,0.971130655
2022,D Pretorius,Chennai Super Kings,bowl_mid,6218892.254,0.184144485,1.151792818
2019,Arshdeep Singh,Punjab Kings,bowl_mid,2888505.106,0.18241493,0.529951512
2024,N Burger,Rajasthan Royals,bowl_pp,5543983.75,0.182148666,1.025611056
2019,Arshdeep Singh,Punjab Kings,bowl_pp,2888505.106,0.18211229,0.534253216
2014,M Manhas,Chennai Super Kings,bat_death,5811055.151,0.181516879,0.556906404
2025,Aniket Verma,Sunrisers Hyderabad,bat_pp,3148500,0.181413705,0.437791813
2016,BCJ Cutting,Sunrisers Hyderabad,bowl_death,8181932,0.180756203,0.558072242
2018,KV Sharma,Chennai Super Kings,bowl_pp,2984692.326,0.180218257,0.546302393
2025,L Ngidi,Royal Challengers Bengaluru,bowl_death,10495000,0.179531148,0.711007344
2014,S Kaul,Delhi Capitals,bowl_death,8716582.727,0.178575807,0.587393308
2015,RG Sharma,Mumbai Indians,bat_pp,5236600.118,0.177059032,0.710838124
2022,AR Patel,Delhi Capitals,bat_mid,2487556.902,0.176721414,0.179313045
2025,Zeeshan Ansari,Sunrisers Hyderabad,bowl_pp,4198000,0.176566819,0.752811554
2019,KMA Paul,Delhi Capitals,bowl_mid,7221262.765,0.175884159,1.277445825
2024,N Burger,Rajasthan Royals,bowl_mid,5543983.75,0.173800458,0.969115371
2022,PBB Rajapaksa,Punjab Kings,bat_pp,6218892.254,0.173670713,0.828193293
2017,Mohammad Nabi,Sunrisers Hyderabad,bowl_pp,4679400.629,0.173647539,0.82526535
2017,MM Patel,Gujarat Titans,bowl_mid,4679400.629,0.171137213,0.805447616
2018,MA Agarwal,Punjab Kings,bat_mid,2984692.326,0.171105642,0.208311661
2025,SK Rasheed,Chennai Super Kings,bat_pp,3148500,0.169773471,0.409988995
2018,S Gopal,Rajasthan Royals,bat_death,2984692.326,0.169308069,0.267083899
2025,KK Nair,Delhi Capitals,bat_pp,5247500,0.168922244,0.679926385
2023,I Sharma,Delhi Capitals,bowl_mid,5915430.661,0.168200148,1.000726401
2025,V Nigam,Delhi Capitals,bat_death,5247500,0.167677442,0.465118999
2022,Arshdeep Singh,Punjab Kings,bowl_mid,6218892.254,0.167022099,1.044695168
2014,K Santokie,Mumbai Indians,bowl_mid,5811055.151,0.167016387,0.976150313
2014,M de Lange,Mumbai Indians,bowl_mid,5811055.151,0.166957664,0.975807101
2021,J Suchith,Sunrisers Hyderabad,bowl_mid,3978349.753,0.166622029,0.666711576
2016,NLTC Perera,Lucknow Super Giants,bowl_death,16363864,0.165990132,1.025288823
2023,Arshdeep Singh,Punjab Kings,bowl_pp,7098516.794,0.165865163,1.195797228
2022,Tilak Varma,Mumbai Indians,bat_pp,2487556.902,0.165013296,0.31493985
2022,NT Ellis,Punjab Kings,bowl_death,9328338.381,0.164788655,0.580259012
2020,Abdul Samad,Sunrisers Hyderabad,bowl_pp,2778744.691,0.164491044,0.464221929
2018,Shakib Al Hasan,Sunrisers Hyderabad,bat_pp,2984692.326,0.164181115,0.37599596
2023,Sikandar Raza,Punjab Kings,bowl_mid,5915430.661,0.164098074,0.976320637
2025,AS Roy,Kolkata Knight Riders,bowl_pp,4198000,0.163871477,0.698683604
2016,SB Jakati,Gujarat Titans,bowl_pp,3272772.8,0.163403903,0.543141555
2025,KK Nair,Delhi Capitals,bat_mid,5247500,0.16323736,0.349399028
2022,TG Southee,Kolkata Knight Riders,bowl_death,18656676.76,0.161422413,1.136903417
2022,A Badoni,Lucknow Super Giants,bat_mid,2487556.902,0.161258645,0.163623513
2023,AM Rahane,Chennai Super Kings,bat_mid,5915430.661,0.161049637,0.388593741
2016,PJ Sangwan,Gujarat Titans,bowl_mid,3272772.8,0.161030447,0.530061758
2019,SN Khan,Punjab Kings,bat_mid,3610631.383,0.158548796,0.233504785
2017,LH Ferguson,Lucknow Super Giants,bowl_death,7799001.048,0.158023627,0.465289728
2016,BCJ Cutting,Sunrisers Hyderabad,bowl_mid,8181932,0.157547783,1.296494794
2016,PJ Sangwan,Gujarat Titans,bowl_pp,3272772.8,0.157153506,0.522365734
2017,LH Ferguson,Lucknow Super Giants,bowl_mid,7799001.048,0.157069537,1.232064828
2014,K Santokie,Mumbai Indians,bowl_death,5811055.151,0.156951986,0.344346975
2018,KM Asif,Chennai Super Kings,bowl_pp,5969384.652,0.156146716,0.946666849
2023,Yash Thakur,Lucknow Super Giants,bowl_pp,5323887.595,0.155590568,0.841292259
2016,SW Billings,Delhi Capitals,bat_mid,4909159.2,0.155532668,0.311442891
2018,JPR Scantlebury-Searles,Kolkata Knight Riders,bowl_mid,4477038.489,0.155201342,0.698857959
2014,CM Gautam,Mumbai Indians,bat_death,3874036.767,0.153865079,0.315544216
2018,L Ngidi,Chennai Super Kings,bowl_mid,7461730.815,0.153494474,1.151953478
2016,BCJ Cutting,Sunrisers Hyderabad,bat_death,8181932,0.153342712,0.664203295
2019,Rasikh Salam,Mumbai Indians,bowl_death,2888505.106,0.153169456,0.167056535
2018,Mandeep Singh,Royal Challengers Bengaluru,bat_mid,2984692.326,0.152384434,0.185519625
2022,Sandeep Sharma,Punjab Kings,bowl_death,6218892.254,0.152163174,0.357316229
2014,V Shankar,Chennai Super Kings,bowl_mid,1937018.384,0.152100602,0.296324316
2021,JDS Neesham,Mumbai Indians,bowl_mid,6630582.922,0.151908996,1.013066191
2025,SB Dubey,Rajasthan Royals,bat_death,8396000,0.150077579,0.66732019
2023,Arshdeep Singh,Punjab Kings,bowl_mid,7098516.794,0.149679722,1.068644361
2020,I Udana,Royal Challengers Bengaluru,bowl_mid,6946861.727,0.149170171,1.042253254
2014,KK Cooper,Rajasthan Royals,bowl_pp,5811055.151,0.148073795,0.873912504
2018,L Ngidi,Chennai Super Kings,bowl_pp,7461730.815,0.146904114,1.113289942
2019,R Parag,Rajasthan Royals,bat_mid,2888505.106,0.146771611,0.172927827
2021,J Suchith,Sunrisers Hyderabad,bowl_pp,3978349.753,0.146564168,0.592196064
2022,Abhishek Sharma,Sunrisers Hyderabad,bat_mid,6840781.479,0.146443188,0.408624663
2025,VG Arora,Kolkata Knight Riders,bowl_death,18891000,0.145855424,1.040606676
2022,R Dhawan,Punjab Kings,bowl_pp,6840781.479,0.145687304,1.012190309
2014,NV Ojha,Sunrisers Hyderabad,bat_death,9685091.919,0.145544852,0.746941123
2022,RK Singh,Kolkata Knight Riders,bat_mid,2487556.902,0.145460153,0.147593335
2021,C Sakariya,Rajasthan Royals,bowl_death,15913399.01,0.145086995,0.871988178
2015,SN Khan,Royal Challengers Bengaluru,bat_death,8727666.863,0.144626584,0.668932734
2025,Sameer Rizvi,Delhi Capitals,bat_death,9970250,0.144033018,0.76109203
2016,AB Dinda,Lucknow Super Giants,bowl_pp,8181932,0.144014592,1.196732581
2014,VS Malik,Rajasthan Royals,bowl_pp,3874036.767,0.143647379,0.565192243
2022,PBB Rajapaksa,Punjab Kings,bat_mid,6218892.254,0.143620283,0.364316208
2020,TU Deshpande,Delhi Capitals,bowl_pp,2778744.691,0.143579376,0.405205618
2020,TU Deshpande,Delhi Capitals,bowl_pp,2778744.691,0.143579376,0.405205618
2019,HF Gurney,Kolkata Knight Riders,bowl_death,10831894.15,0.143469207,0.586953696
2023,MM Sharma,Gujarat Titans,bowl_pp,5915430.661,0.143140726,0.859972044
2022,SA Yadav,Mumbai Indians,bat_mid,6218892.254,0.142016583,0.360248162
2025,Akash Madhwal,Rajasthan Royals,bowl_death,12594000,0.141778131,0.674429807
2021,JDS Neesham,Mumbai Indians,bowl_pp,6630582.922,0.14176618,0.954682801
2022,SA Yadav,Mumbai Indians,bat_pp,6218892.254,0.141412523,0.67600669
2016,A Zampa,Lucknow Super Giants,bowl_pp,4909159.2,0.140936024,0.702690172
2024,Azmatullah Omarzai,Gujarat Titans,bowl_pp,5543983.75,0.140404246,0.790563828
2022,Arshdeep Singh,Punjab Kings,bowl_pp,6218892.254,0.139232112,0.879401482
2019,Arshdeep Singh,Punjab Kings,bowl_death,11554020.42,0.139150721,0.607322516
2022,Fazalhaq Farooqi,Sunrisers Hyderabad,bowl_mid,6218892.254,0.139077551,0.869906715
2016,R Bhatia,Lucknow Super Giants,bowl_death,9818318.399,0.138778454,0.514713195
2022,Fazalhaq Farooqi,Sunrisers Hyderabad,bowl_death,6218892.254,0.137596177,0.323253124
2025,Simarjeet Singh,Sunrisers Hyderabad,bowl_mid,5247500,0.137174691,0.723984144
2024,T Stubbs,Delhi Capitals,bat_mid,5543983.75,0.13656157,0.308816242
2014,S Badree,Chennai Super Kings,bowl_mid,5811055.151,0.135738413,0.793341881
2013,JDP Oram,Mumbai Indians,bowl_mid,6156619.231,0.13534062,0.838056065
2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,bowl_death,13261165.84,0.134757241,0.67514903
2018,B Laughlin,Rajasthan Royals,bowl_mid,7461730.815,0.134590061,1.010078632
2016,MP Stoinis,Punjab Kings,bat_death,9000125.199,0.134023827,0.64017396
2014,KK Cooper,Rajasthan Royals,bowl_mid,5811055.151,0.133741606,0.781671267
2019,SN Khan,Punjab Kings,bat_pp,3610631.383,0.133718149,0.371407644
2013,JDP Oram,Mumbai Indians,bowl_pp,6156619.231,0.133587842,0.835302876
2022,Basil Thampi,Mumbai Indians,bowl_pp,3731335.352,0.133041455,0.50418047
2022,Sandeep Sharma,Punjab Kings,bowl_pp,6218892.254,0.132679789,0.838016467
2017,MM Patel,Gujarat Titans,bowl_pp,4679400.629,0.131817843,0.626468415
2025,M Tiwari,Delhi Capitals,bowl_mid,4198000,0.131456894,0.555045287
2018,Basil Thampi,Sunrisers Hyderabad,bowl_death,14177288.55,0.131307586,0.703400924
2022,M Theekshana,Chennai Super Kings,bowl_pp,8706449.156,0.12967243,1.146630438
2020,MM Sharma,Delhi Capitals,bowl_death,6946861.727,0.128443215,0.337183952
2017,DT Christian,Lucknow Super Giants,bowl_death,15598002.1,0.126334753,0.744723297
2014,S Badree,Chennai Super Kings,bowl_pp,5811055.151,0.126239873,0.745051504
2015,GB Hogg,Kolkata Knight Riders,bowl_pp,8727666.863,0.126048399,1.117301147
2016,R Bhatia,Lucknow Super Giants,bowl_mid,9818318.399,0.12560904,1.240396764
2023,VG Arora,Kolkata Knight Riders,bowl_pp,7098516.794,0.125390692,0.903998404
2014,MC Henriques,Sunrisers Hyderabad,bowl_death,19370183.84,0.125083689,0.915713297
2025,V Nigam,Delhi Capitals,bat_mid,5247500,0.124402835,0.266276235
2014,JW Hastings,Chennai Super Kings,bowl_mid,9685091.919,0.124320515,1.211014001
2020,RA Tripathi,Kolkata Knight Riders,bat_death,8336234.072,0.123748765,0.548393239
2019,LS Livingstone,Rajasthan Royals,bat_pp,7221262.765,0.12291657,0.683642264
2021,Jalaj S Saxena,Punjab Kings,bowl_pp,3978349.753,0.121881758,0.492466192
2018,TG Southee,Royal Challengers Bengaluru,bowl_death,14923461.63,0.120676177,0.680765006
2016,MP Stoinis,Punjab Kings,bowl_mid,9000125.199,0.119875276,1.085127546
2022,D Pretorius,Chennai Super Kings,bat_death,6218892.254,0.119846177,0.396480101
2025,Simarjeet Singh,Sunrisers Hyderabad,bowl_pp,5247500,0.119495863,0.63685427
2014,WD Parnell,Delhi Capitals,bowl_death,19370183.84,0.119069433,0.871908984
2025,Simarjeet Singh,Sunrisers Hyderabad,bowl_death,5247500,0.119021967,0.236111763
2022,SS Prabhudessai,Royal Challengers Bengaluru,bat_mid,3731335.352,0.118870995,0.180921368
2019,SL Malinga,Mumbai Indians,bowl_death,28885051.06,0.1186477,1.295620677
2022,R Dhawan,Punjab Kings,bowl_mid,6840781.479,0.118516822,0.815433093
2018,DL Chahar,Chennai Super Kings,bowl_pp,11938769.3,0.118370513,1.43528399
2014,Sandeep Sharma,Punjab Kings,bowl_pp,16464656.26,0.117647059,1.967290488
2022,PH Solanki,Chennai Super Kings,bowl_death,14925341.41,0.117434631,0.662658871
2016,TM Head,Royal Challengers Bengaluru,bat_death,8181932,0.117304847,0.510815338
2022,Fazalhaq Farooqi,Sunrisers Hyderabad,bowl_pp,6218892.254,0.116709334,0.737145762
2025,R Shepherd,Royal Challengers Bengaluru,bat_death,15742500,0.116540832,0.976580809
2019,I Sharma,Delhi Capitals,bowl_death,15886778.08,0.115751237,0.695289026
2014,AR Patel,Punjab Kings,bowl_mid,14527637.88,0.115573532,1.688713632
2022,Sandeep Sharma,Punjab Kings,bowl_mid,6218892.254,0.114163282,0.714072146
2020,MM Sharma,Delhi Capitals,bowl_pp,6946861.727,0.114049389,0.804667327
2023,Sikandar Raza,Punjab Kings,bat_mid,5915430.661,0.113720084,0.274393124
2025,RD Rickelton,Mumbai Indians,bat_pp,10495000,0.112826743,0.913237192
2015,GB Hogg,Kolkata Knight Riders,bowl_mid,8727666.863,0.112441625,0.987024408
2014,MM Sharma,Chennai Super Kings,bowl_death,38740367.67,0.112074596,1.641925408
2025,PVSN Raju,Mumbai Indians,bowl_pp,3148500,0.112000818,0.358145619
2020,JDS Neesham,Punjab Kings,bowl_mid,6946861.727,0.111764258,0.780897823
2014,Sandeep Sharma,Punjab Kings,bowl_death,16464656.26,0.11170972,0.695559383
2022,M Theekshana,Chennai Super Kings,bowl_mid,8706449.156,0.111388773,0.975405289
2022,Lalit Yadav,Delhi Capitals,bowl_mid,8084559.93,0.111309253,0.905086884
2025,M Siddharth,Lucknow Super Giants,bowl_mid,7871250,0.110894567,0.877923336
2014,K Santokie,Mumbai Indians,bowl_pp,5811055.151,0.110213115,0.65046364
2015,CH Morris,Rajasthan Royals,bowl_death,24437467.22,0.109734073,1.014221856
2018,B Laughlin,Rajasthan Royals,bowl_pp,7461730.815,0.108676645,0.823589023
2025,V Suryavanshi,Rajasthan Royals,bat_mid,11544500,0.108390338,0.510405544
2025,R Shepherd,Royal Challengers Bengaluru,bowl_death,15742500,0.107697202,0.641299913
2022,JD Unadkat,Mumbai Indians,bowl_death,16169119.86,0.107370669,0.656693815
2017,NB Singh,Gujarat Titans,bowl_pp,7799001.048,0.107108077,0.848390797
2025,Sandeep Sharma,Rajasthan Royals,bowl_death,27287000,0.106448481,1.098774351
2022,K Gowtham,Lucknow Super Giants,bowl_mid,11194006.06,0.105653266,1.189518171
2022,Abhishek Sharma,Sunrisers Hyderabad,bowl_mid,6840781.479,0.104294857,0.717581491
2022,NT Ellis,Punjab Kings,bowl_mid,9328338.381,0.104165656,0.977308018
2020,TK Curran,Rajasthan Royals,bowl_death,13893723.45,0.10372757,0.545248419
2025,PVD Chameera,Delhi Capitals,bowl_mid,7871250,0.103611611,0.82026607
2025,XC Bartlett,Punjab Kings,bowl_pp,8396000,0.103547477,0.882971534
2014,R Shukla,Delhi Capitals,bowl_pp,7748073.535,0.103205257,0.812138885
2019,GC Viljoen,Punjab Kings,bowl_mid,10831894.15,0.102456752,1.11621437
2022,R Dhawan,Punjab Kings,bat_death,6840781.479,0.101981382,0.372554026
2017,CJ Anderson,Delhi Capitals,bat_death,15598002.1,0.101908231,0.848885187
2025,Arshad Khan,Gujarat Titans,bowl_death,13643500,0.101869385,0.525895894
2020,I Udana,Royal Challengers Bengaluru,bowl_pp,6946861.727,0.101399104,0.715414142
2024,Azmatullah Omarzai,Gujarat Titans,bowl_death,5543983.75,0.101283512,0.212474462
2025,R Sai Kishore,Gujarat Titans,bowl_death,20990000,0.100923485,0.801605111
2014,KW Richardson,Rajasthan Royals,bowl_death,19370183.84,0.099784652,0.73144997
2017,MK Tiwary,Lucknow Super Giants,bat_mid,7799001.048,0.099412392,0.316249018
2016,R Bhatia,Lucknow Super Giants,bat_death,9818318.399,0.099377044,0.521411085
2017,P Negi,Royal Challengers Bengaluru,bowl_mid,15598002.1,0.099364988,1.558852329
2022,S Gopal,Sunrisers Hyderabad,bowl_pp,9328338.381,0.09915151,0.939373646
2025,JD Unadkat,Sunrisers Hyderabad,bowl_mid,10495000,0.098998723,1.044996062
2014,HV Patel,Royal Challengers Bengaluru,bowl_mid,7748073.535,0.098967345,0.771237732
2020,JDS Neesham,Punjab Kings,bowl_pp,6946861.727,0.097907147,0.690776886
2023,JD Unadkat,Lucknow Super Giants,bowl_pp,5915430.661,0.097332805,0.584763637
2022,VR Aaron,Gujarat Titans,bowl_pp,6218892.254,0.097104507,0.61332006
2017,DT Christian,Lucknow Super Giants,bowl_mid,15598002.1,0.096933597,1.520708317
2020,RA Tripathi,Kolkata Knight Riders,bat_pp,8336234.072,0.096806434,0.624076371
2018,JPR Scantlebury-Searles,Kolkata Knight Riders,bowl_pp,4477038.489,0.096766699,0.439998811
2022,S Kaul,Royal Challengers Bengaluru,bowl_mid,9328338.381,0.096466569,0.905073276
2019,LS Livingstone,Rajasthan Royals,bowl_mid,7221262.765,0.094931064,0.689483878
2016,JW Hastings,Kolkata Knight Riders,bowl_death,21273023.2,0.094764595,0.763149363
2016,SM Boland,Lucknow Super Giants,bowl_pp,8181932,0.094443971,0.784810592
2025,I Sharma,Gujarat Titans,bowl_mid,7871250,0.094435212,0.747618922
2014,HV Patel,Royal Challengers Bengaluru,bowl_pp,7748073.535,0.094414683,0.742964429
2014,PJ Cummins,Kolkata Knight Riders,bowl_death,19370183.84,0.09408151,0.689911629
2022,M Markande,Mumbai Indians,bowl_mid,8084559.93,0.094077615,0.764971581
2020,Kartik Tyagi,Rajasthan Royals,bowl_death,18061840.49,0.094021808,0.642906645
2018,Imran Tahir,Chennai Super Kings,bowl_death,14923461.63,0.093615104,0.52891467
2022,HR Shokeen,Mumbai Indians,bat_mid,2487556.902,0.093409543,0.0947794
2022,OC McCoy,Rajasthan Royals,bowl_mid,9328338.381,0.093215506,0.874570994
2019,GC Viljoen,Punjab Kings,bowl_death,10831894.15,0.093072097,0.381690438
2023,A Mishra,Lucknow Super Giants,bowl_pp,5915430.661,0.093002919,0.558750209
2022,DJ Mitchell,Rajasthan Royals,bowl_mid,9328338.381,0.092208759,0.865125444
2022,VR Aaron,Gujarat Titans,bowl_mid,6218892.254,0.091139647,0.570063178
2025,R Sai Kishore,Gujarat Titans,bowl_mid,20990000,0.091010287,1.921345815
2014,SA Yadav,Kolkata Knight Riders,bat_death,13559128.69,0.090831241,0.659792049
2025,N Thushara,Royal Challengers Bengaluru,bowl_death,16792000,0.09030862,0.574261979
2024,Kartik Tyagi,Gujarat Titans,bowl_pp,6652780.5,0.090245541,0.609766692
2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,bowl_death,19891748.76,0.089624105,0.67514903
2025,E Malinga,Sunrisers Hyderabad,bowl_mid,12594000,0.089453893,1.13309298
2023,JD Unadkat,Lucknow Super Giants,bowl_mid,5915430.661,0.089430138,0.53207504
2022,Lalit Yadav,Delhi Capitals,bowl_pp,8084559.93,0.089350028,0.733644769
2017,LH Ferguson,Lucknow Super Giants,bowl_pp,7799001.048,0.08933874,0.707641916
2025,JD Unadkat,Sunrisers Hyderabad,bowl_pp,10495000,0.089237323,0.951182227
2025,Yash Thakur,Punjab Kings,bowl_death,16792000,0.088984437,0.565901105
2024,SD Hope,Delhi Capitals,bat_mid,8315975.625,0.088771697,0.301118484
2025,V Suryavanshi,Rajasthan Royals,bat_pp,11544500,0.088190548,0.788800305
2016,NLTC Perera,Lucknow Super Giants,bat_death,16363864,0.088136695,0.773333882
2014,R Shukla,Delhi Capitals,bowl_mid,7748073.535,0.088121998,0.686721569
2022,DP Conway,Chennai Super Kings,bat_mid,12437784.51,0.087243124,0.442612747
2024,JD Unadkat,Sunrisers Hyderabad,bowl_death,17740748,0.087126756,0.58548244
2019,HF Gurney,Kolkata Knight Riders,bowl_mid,10831894.15,0.087005879,0.947884937
2016,MP Stoinis,Punjab Kings,bat_pp,9000125.199,0.086950988,0.606487682
2015,RS Bopara,Sunrisers Hyderabad,bowl_death,17455333.73,0.086878074,0.574430958
2017,CJ Jordan,Sunrisers Hyderabad,bowl_pp,7799001.048,0.086050687,0.681597626
2021,FA Allen,Punjab Kings,bowl_mid,9945874.382,0.086045583,0.860744325
2025,MJ Santner,Mumbai Indians,bowl_death,20990000,0.085553991,0.680301652
2019,I Sharma,Delhi Capitals,bowl_pp,15886778.08,0.085240804,1.375365461
2024,Kartik Tyagi,Gujarat Titans,bowl_mid,6652780.5,0.085209468,0.570155954
2022,M Markande,Mumbai Indians,bowl_pp,8084559.93,0.084892458,0.697044083
2020,TK Curran,Rajasthan Royals,bat_death,13893723.45,0.08436239,0.629319193
2014,SB Jakati,Royal Challengers Bengaluru,bowl_pp,3874036.767,0.083899296,0.330108572
2025,XC Bartlett,Punjab Kings,bowl_mid,8396000,0.083776645,0.707453681
2018,A Dananjaya,Mumbai Indians,bowl_mid,7461730.815,0.083478431,0.626493358
2014,JJ Bumrah,Mumbai Indians,bowl_death,23244220.6,0.083324961,0.733880699
2023,M Markande,Sunrisers Hyderabad,bowl_pp,5915430.661,0.083015016,0.498744104
2025,Arshad Khan,Gujarat Titans,bowl_pp,13643500,0.082280548,1.140138791
2022,RP Meredith,Mumbai Indians,bowl_mid,12437784.51,0.082128461,1.027399457
2022,M Shahrukh Khan,Punjab Kings,bat_mid,2487556.902,0.081976658,0.083178851
2025,M Siddharth,Lucknow Super Giants,bowl_pp,7871250,0.081580368,0.652174955
2022,Lalit Yadav,Delhi Capitals,bat_mid,8084559.93,0.081438183,0.268555557
2013,JP Faulkner,Rajasthan Royals,bowl_death,49252953.85,0.081207212,1.515824242
2025,I Sharma,Gujarat Titans,bowl_pp,7871250,0.08069494,0.645096606
2020,JDS Neesham,Punjab Kings,bowl_death,6946861.727,0.080406213,0.211706489
2019,HF Gurney,Kolkata Knight Riders,bowl_pp,10831894.15,0.080009117,0.880194467
2018,Imran Tahir,Chennai Super Kings,bowl_mid,14923461.63,0.0791427,1.187908666
2023,Sikandar Raza,Punjab Kings,bat_death,5915430.661,0.078918198,0.251187568
2016,KC Cariappa,Punjab Kings,bowl_mid,13091091.2,0.078675309,1.035897823
2014,Y Venugopal Rao,Sunrisers Hyderabad,bowl_mid,10653601.11,0.078669972,0.842962088
2022,Kuldeep Yadav,Delhi Capitals,bowl_mid,24875569.02,0.078579911,1.966016557
2024,SD Hope,Delhi Capitals,bat_pp,8315975.625,0.078413304,0.506523896
2018,DL Chahar,Chennai Super Kings,bowl_mid,11938769.3,0.07837452,0.941102806
2025,AM Rahane,Kolkata Knight Riders,bat_pp,15742500,0.078112153,0.955275042
2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,bowl_mid,13261165.84,0.077767819,1.037251912
2022,TS Mills,Mumbai Indians,bowl_death,18656676.76,0.077718795,0.549712004
2017,MG Johnson,Mumbai Indians,bowl_death,31196004.19,0.077695613,0.918906676
2025,L Ngidi,Royal Challengers Bengaluru,bowl_pp,10495000,0.077426597,0.825291485
2015,J Theron,Rajasthan Royals,bowl_pp,5236600.118,0.077106669,0.410087095
2016,AJ Finch,Gujarat Titans,bat_mid,16363864,0.076989608,0.513887026
2023,Sikandar Raza,Punjab Kings,bowl_pp,5915430.661,0.076893828,0.461968754
2018,Mandeep Singh,Royal Challengers Bengaluru,bat_death,20892846.28,0.07647748,0.860647966
2016,R Bhatia,Lucknow Super Giants,bowl_pp,9818318.399,0.076173603,0.759584965
2025,Azmatullah Omarzai,Punjab Kings,bowl_death,25188000,0.076066219,0.726503493
2022,MK Lomror,Royal Challengers Bengaluru,bat_death,11815895.28,0.076027757,0.483972918
2014,KK Nair,Rajasthan Royals,bat_pp,14527637.88,0.07600062,0.858284583
2023,A Zampa,Rajasthan Royals,bowl_death,17746291.98,0.075794503,0.510047421
2014,S Kaul,Delhi Capitals,bowl_pp,8716582.727,0.075735375,0.670470673
2014,BW Hilfenhaus,Chennai Super Kings,bowl_death,19370183.84,0.074990899,0.550866832
2017,CJ Anderson,Delhi Capitals,bowl_death,15598002.1,0.073923583,0.437330271
2014,AD Russell,Kolkata Knight Riders,bowl_death,11622110.3,0.073881557,0.325672221
2018,SN Thakur,Chennai Super Kings,bowl_death,38801000.24,0.07359199,1.08304843
2014,S Kaul,Delhi Capitals,bowl_mid,8716582.727,0.073088672,0.640765242
2018,F du Plessis,Chennai Super Kings,bat_death,23877538.61,0.072906158,0.939237328
2024,LH Ferguson,Royal Challengers Bengaluru,bowl_death,22175935,0.072856646,0.612863057
2018,DL Chahar,Chennai Super Kings,bat_mid,11938769.3,0.072105137,0.351136073
2014,S Nadeem,Delhi Capitals,bowl_death,16464656.26,0.072002225,0.449734223
2014,S Nadeem,Delhi Capitals,bowl_mid,16464656.26,0.071677436,1.186964545
2013,DT Christian,Royal Challengers Bengaluru,bowl_mid,12313238.46,0.071632739,0.887128368
2015,RS Bopara,Sunrisers Hyderabad,bowl_mid,17455333.73,0.071575063,1.256586851
2016,MP Stoinis,Punjab Kings,bowl_pp,9000125.199,0.071406474,0.652710932
2016,SM Boland,Lucknow Super Giants,bowl_mid,8181932,0.071361426,0.587248616
2025,Vijaykumar Vyshak,Punjab Kings,bowl_death,18891000,0.071233113,0.510546936
2018,CR Brathwaite,Sunrisers Hyderabad,bowl_death,29846923.26,0.071153974,0.805752846
2018,SW Billings,Chennai Super Kings,bat_death,14923461.63,0.070780341,0.570519991
2019,GC Viljoen,Punjab Kings,bowl_pp,10831894.15,0.070761681,0.778461789
2017,Basil Thampi,Gujarat Titans,bowl_mid,13258301.78,0.070687752,0.942615743
2018,PP Shaw,Delhi Capitals,bat_pp,17908153.96,0.070672064,0.985612701
2025,NT Ellis,Chennai Super Kings,bowl_death,20990000,0.070402875,0.560721739
2018,K Khejroliya,Royal Challengers Bengaluru,bowl_mid,12684942.39,0.070301251,0.896920949
2025,RJW Topley,Mumbai Indians,bowl_pp,7871250,0.070131078,0.560646317
2017,DT Christian,Lucknow Super Giants,bat_death,15598002.1,0.070111527,0.590880609
2021,C Sakariya,Rajasthan Royals,bowl_mid,15913399.01,0.069974976,1.119974994
2014,KK Nair,Rajasthan Royals,bat_mid,14527637.88,0.069869603,0.414031099
2014,A Nehra,Chennai Super Kings,bowl_death,38740367.67,0.069811699,1.026289161
2017,P Negi,Royal Challengers Bengaluru,bat_death,15598002.1,0.069756184,0.587997293
2015,DJ Muthuswami,Delhi Capitals,bowl_pp,13091500.3,0.069257326,0.920852108
2018,DS Kulkarni,Rajasthan Royals,bowl_mid,11192596.22,0.069114792,0.778044538
2025,Akash Madhwal,Rajasthan Royals,bowl_mid,12594000,0.068984333,0.873809528
2022,B Kumar,Sunrisers Hyderabad,bowl_death,52238694.93,0.068566639,1.359423757
2022,FA Allen,Mumbai Indians,bowl_mid,9328338.381,0.068217523,0.640033716
2016,DS Kulkarni,Gujarat Titans,bowl_death,32727728,0.068062052,0.845474362
2025,Shahbaz Ahmed,Lucknow Super Giants,bowl_death,25188000,0.067952985,0.649663228
2013,R McLaren,Kolkata Knight Riders,bowl_pp,6156619.231,0.067944849,0.424848006
2020,AJ Tye,Rajasthan Royals,bowl_death,13893723.45,0.067692798,0.356995549
2022,OC McCoy,Rajasthan Royals,bowl_pp,9328338.381,0.067570495,0.640171212
2022,AS Joseph,Gujarat Titans,bowl_death,29850682.82,0.067437659,0.764141668
2014,NV Ojha,Sunrisers Hyderabad,bat_mid,9685091.919,0.067295682,0.265852427
2023,AJ Hosein,Sunrisers Hyderabad,bowl_mid,11830861.32,0.067070724,0.798090193
2024,JD Unadkat,Sunrisers Hyderabad,bowl_mid,17740748,0.066873717,1.193246061
